name	* Description	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Summoner's	+# to Necromancer Skill Levels	100	1	1	39		40	nec			120	125	nec		1	1										tors												0	0
Necromancer's	+# to Necromancer Skill Levels	100	1	1	60		64	nec			120	125	nec		2	2									cgrn	tors												0	0
Necromancer's	+# to Necromancer Skill Levels	100	1	1	60		57	nec			240	125	nec		2	2									cgrn	amul	circ											0	0
Summoner's	+# to Necromancer Skill Levels	100	1	1	21		19	nec			480	125	nec		1	1										wand	knif	head										0	0
Necromancer's	+# to Necromancer Skill Levels	100	1	1	35		36	nec			240	125	nec		2	2									cgrn	wand	knif	head										0	0
Angel's	+# to Sorceress Skill Levels	100	1	1	25		23	sor			480	125	sor		1	1										amul	circ											0	0
Angel's	+# to Sorceress Skill Levels	100	1	1	39		40	sor			120	125	sor		1	1										tors												0	0
Arch-Angel's	+# to Sorceress Skill Levels	100	1	1	60		64	sor			120	125	sor		2	2									cgrn	tors												0	0
Arch-Angel's	+# to Sorceress Skill Levels	100	1	1	60		57	sor			240	125	sor		2	2									cgrn	amul	circ											0	0
Angel's	+# to Sorceress Skill Levels	100	1	1	21		19	sor			480	125	sor		1	1										staf	orb											0	0
Arch-Angel's	+# to Sorceress Skill Levels	100	1	1	35		36	sor			240	125	sor		2	2									cgrn	staf	orb											0	0
Slayer's	+# to Barbarian Skill Levels	100	1	1	25		23	bar			480	125	bar		1	1										amul	circ											0	0
Slayer's	+# to Barbarian Skill Levels	100	1	1	39		40	bar			120	125	bar		1	1										tors												0	0
Berserker's	+# to Barbarian Skill Levels	100	1	1	60		64	bar			120	125	bar		2	2									cgrn	tors												0	0
Berserker's	+# to Barbarian Skill Levels	100	1	1	60		57	bar			240	125	bar		2	2									cgrn	amul	circ											0	0
Slayer's	+# to Barbarian Skill Levels	100	1	1	21		19	bar			480	125	bar		1	1										tkni	axe	spea	club	swor	hamm	mace	jave					0	0
Berserker's	+# to Barbarian Skill Levels	100	1	1	35		36	bar			120	125	bar		2	2									cgrn	tkni	axe	spea	club	swor	hamm	mace	jave					0	0
Slayer's	+# to Barbarian Skill Levels	100	1	1	21		19	bar			480	125	bar		1	1										phlm												0	0
Berserker's	+# to Barbarian Skill Levels	100	1	1	35		36	bar			240	125	bar		2	2									cgrn	phlm												0	0
Shaman's	+# to Druid Skill Levels	100	1	1	25		23	dru			480	125	dru		1	1										amul	circ											0	0
Shaman's	+# to Druid Skill Levels	100	1	1	39		40	dru			120	125	dru		1	1										tors												0	0
Hierophant's	+# to Druid Skill Levels	100	1	1	60		64	dru			120	125	dru		2	2									cgrn	tors												0	0
Hierophant's	+# to Druid Skill Levels	100	1	1	60		57	dru			240	125	dru		2	2									cgrn	amul	circ											0	0
Shaman's	+# to Druid Skill Levels	100	1	1	21		19	dru			480	125	dru		1	1										club	pelt											0	0
Hierophant's	+# to Druid Skill Levels	100	1	1	35		36	dru			240	125	dru		2	2									cgrn	club	pelt											0	0
Magekiller's	+# to Assassin Skill Levels	100	1	1	25		23	ass			480	125	ass		1	1										amul	circ											0	0
Magekiller's	+# to Assassin Skill Levels	100	1	1	39		40	ass			120	125	ass		1	1										tors												0	0
Witch-hunter's	+# to Assassin Skill Levels	100	1	1	60		64	ass			120	125	ass		2	2									cgrn	tors												0	0
Witch-hunter's	+# to Assassin Skill Levels	100	1	1	60		57	ass			240	125	ass		2	2									cgrn	amul	circ											0	0
Magekiller's	+# to Assassin Skill Levels	100	1	1	21		19	ass			480	125	ass		1	1										h2h												0	0
Witch-hunter's	+# to Assassin Skill Levels	100	1	1	35		36	ass			240	125	ass		2	2									cgrn	h2h												0	0
Fletcher's	+# to Bow and Crossbow Skills	100	1	1	14		13	ama			120	125	skilltab	0	1	1										miss	glov											0	0
Bowyer's	+# to Bow and Crossbow Skills	100	1	1	28		26	ama			120	125	skilltab	0	2	2									lgld	miss	glov											0	0
Archer's	+# to Bow and Crossbow Skills	100	1	1	42		38	ama			120	125	skilltab	0	3	3									lgld	miss	glov											0	0
Acrobat's	+# to Passive and Magic Skills	100	1	1	14		13	ama			120	125	skilltab	1	1	1										glov	amul	circ										0	0
Gymnast's	+# to Passive and Magic Skills	100	1	1	28		26	ama			120	125	skilltab	1	2	2									lgld	glov	amul	circ										0	0
Athlete's	+# to Passive and Magic Skills	100	1	1	42		38	ama			120	125	skilltab	1	3	3									lgld	glov	amul	circ										0	0
Harpoonist's	+# to Javelin and Spear Skills	100	1	1	14		13	ama			120	125	skilltab	2	1	1										spea	glov											0	0
Spearmaiden's	+# to Javelin and Spear Skills	100	1	1	28		26	ama			120	125	skilltab	2	2	2									lgld	spea	glov											0	0
Lancer's	+# to Javelin and Spear Skills	100	1	1	42		38	ama			120	125	skilltab	2	3	3									lgld	spea	glov											0	0
Burning	+# to Fire Skills	100	1	1	14		13	sor			120	125	skilltab	3	1	1										staf	orb	amul	circ									0	0
Blazing	+# to Fire Skills	100	1	1	28		26	sor			120	125	skilltab	3	2	2									lgld	staf	orb	amul	circ									0	0
Volcanic	+# to Fire Skills	100	1	1	42		38	sor			120	125	skilltab	3	3	3									lgld	staf	orb	amul	circ									0	0
Sparking	+# to Lightning Skills	100	1	1	14		13	sor			120	125	skilltab	4	1	1										staf	orb	amul	circ									0	0
Charged	+# to Lightning Skills	100	1	1	28		26	sor			120	125	skilltab	4	2	2									lgld	staf	orb	amul	circ									0	0
Powered	+# to Lightning Skills	100	1	1	42		38	sor			120	125	skilltab	4	3	3									lgld	staf	orb	amul	circ									0	0
Chilling	+# to Cold Skills	100	1	1	14		13	sor			120	125	skilltab	5	1	1										staf	orb	amul	circ									0	0
Freezing	+# to Cold Skills	100	1	1	28		26	sor			120	125	skilltab	5	2	2									lgld	staf	orb	amul	circ									0	0
Glacial	+# to Cold Skills	100	1	1	42		38	sor			120	125	skilltab	5	3	3									lgld	staf	orb	amul	circ									0	0
Hexing	+# to Curses	100	1	1	14		13	nec			120	125	skilltab	6	1	1										wand	head	amul	circ									0	0
Blighting	+# to Curses	100	1	1	28		26	nec			120	125	skilltab	6	2	2									lgld	wand	head	amul	circ									0	0
Accursed	+# to Curses	100	1	1	42		38	nec			120	125	skilltab	6	3	3									lgld	wand	head	amul	circ									0	0
Fungal	+# to Poison and Bone Skills	100	1	1	14		13	nec			120	125	skilltab	7	1	1										wand	head	amul	knif	circ			tkni					0	0
Noxious	+# to Poison and Bone Skills	100	1	1	28		26	nec			120	125	skilltab	7	2	2									lgld	wand	head	amul	knif	circ			tkni					0	0
Venomous	+# to Poison and Bone Skills	100	1	1	42		38	nec			120	125	skilltab	7	3	3									lgld	wand	head	amul	knif	circ			tkni					0	0
Graverobber's	+# to Summoning Skills	100	1	1	14		13	nec			120	125	skilltab	8	1	1										wand	head	amul	circ									0	0
Vodoun	+# to Summoning Skills	100	1	1	28		26	nec			120	125	skilltab	8	2	2									lgld	wand	head	amul	circ									0	0
Golemlord's	+# to Summoning Skills	100	1	1	42		38	nec			120	125	skilltab	8	3	3									lgld	wand	head	amul	circ									0	0
Lion Branded	+# to Combat Skills	100	1	1	14		13	pal			120	125	skilltab	9	1	1										scep	swor	mace	shld	ashd	amul	circ						0	0
Hawk Branded	+# to Combat Skills	100	1	1	28		26	pal			120	125	skilltab	9	2	2									lgld	scep	swor	mace	shld	ashd	amul	circ						0	0
Rose Branded	+# to Combat Skills	100	1	1	42		38	pal			120	125	skilltab	9	3	3									lgld	scep	swor	mace	shld	ashd	amul	circ						0	0
Captain's	+# to Offensive Auras	100	1	1	14		13	pal			120	125	skilltab	10	1	1										scep	swor	mace	shld	ashd	amul	circ						0	0
Commander's	+# to Offensive Auras	100	1	1	28		26	pal			120	125	skilltab	10	2	2									lgld	scep	swor	mace	shld	ashd	amul	circ						0	0
Marshal's	+# to Offensive Auras	100	1	1	42		38	pal			120	125	skilltab	10	3	3									lgld	scep	swor	mace	shld	ashd	amul	circ						0	0
Preserver's	+# to Defensive Auras	100	1	1	14		13	pal			120	125	skilltab	11	1	1										shld	ashd	amul	circ									0	0
Warder's	+# to Defensive Auras	100	1	1	28		26	pal			120	125	skilltab	11	2	2									lgld	shld	ashd	amul	circ									0	0
Guardian's	+# to Defensive Auras	100	1	1	42		38	pal			120	125	skilltab	11	3	3									lgld	shld	ashd	amul	circ									0	0
Expert's	+# to Masteries	100	1	1	14		13	bar			120	125	skilltab	12	1	1										phlm	weap	helm					miss	rod				0	0
Veteran's	+# to Masteries	100	1	1	28		26	bar			120	125	skilltab	12	2	2									lgld	phlm	weap	helm					miss	rod				0	0
Master's	+# to Masteries	100	1	1	42		38	bar			120	125	skilltab	12	3	3									lgld	phlm	weap	helm					miss	rod				0	0
Fanatic	+# to Combat Skills	100	1	1	14		13	bar			120	125	skilltab	13	1	1										phlm	weap	amul					miss	rod				0	0
Raging	+# to Combat Skills	100	1	1	28		26	bar			120	125	skilltab	13	2	2									lgld	phlm	weap	amul					miss	rod				0	0
Furious	+# to Combat Skills	100	1	1	42		38	bar			120	125	skilltab	13	3	3									lgld	phlm	weap	amul					miss	rod				0	0
Sounding	+# to Warcries	100	1	1	14		13	bar			120	125	skilltab	14	1	1										phlm	weap	amul					miss	rod				0	0
Resonant	+# to Warcries	100	1	1	28		26	bar			120	125	skilltab	14	2	2									lgld	phlm	weap	amul					miss	rod				0	0
Echoing	+# to Warcries	100	1	1	42		38	bar			120	125	skilltab	14	3	3									lgld	phlm	weap	amul					miss	rod				0	0
Trainer's	+# to Summoning Skills	100	1	1	14		13	dru			120	125	skilltab	15	1	1										club	pelt	amul	circ									0	0
Caretaker's	+# to Summoning Skills	100	1	1	28		26	dru			120	125	skilltab	15	2	2									lgld	club	pelt	amul	circ									0	0
Keeper's	+# to Summoning Skills	100	1	1	42		38	dru			120	125	skilltab	15	3	3									lgld	club	pelt	amul	circ									0	0
Spiritual	+# to Shape Shifting Skills	100	1	1	14		13	dru			120	125	skilltab	16	1	1										club	pelt	amul	circ									0	0
Feral	+# to Shape Shifting Skills	100	1	1	28		26	dru			120	125	skilltab	16	2	2									lgld	club	pelt	amul	circ									0	0
Communal	+# to Shape Shifting Skills	100	1	1	42		38	dru			120	125	skilltab	16	3	3									lgld	club	pelt	amul	circ									0	0
Nature's	+# to Elemental Skills	100	1	1	14		13	dru			120	125	skilltab	17	1	1										club	pelt	amul	circ									0	0
Terra's	+# to Elemental Skills	100	1	1	28		26	dru			120	125	skilltab	17	2	2									lgld	club	pelt	amul	circ									0	0
Gaea's	+# to Elemental Skills	100	1	1	42		38	dru			120	125	skilltab	17	3	3									lgld	club	pelt	amul	circ									0	0
Entrapping	+# to Traps	100	1	1	14		13	ass			120	125	skilltab	18	1	1										h2h	amul	circ										0	0
Trickster's	+# to Traps	100	1	1	28		26	ass			120	125	skilltab	18	2	2									lgld	h2h	amul	circ										0	0
Cunning	+# to Traps	100	1	1	42		38	ass			120	125	skilltab	18	3	3									lgld	h2h	amul	circ										0	0
Mentalist's	+# to Shadow Disciplines	100	1	1	14		13	ass			120	125	skilltab	19	1	1										h2h	amul	helm	circ									0	0
Psychic	+# to Shadow Disciplines	100	1	1	28		26	ass			120	125	skilltab	19	2	2									lgld	h2h	amul	helm	circ									0	0
Shadow	+# to Shadow Disciplines	100	1	1	42		38	ass			120	125	skilltab	19	3	3									lgld	h2h	amul	helm	circ									0	0
Shogukusha's	+# to Martial Arts	100	1	1	14		13	ass			120	125	skilltab	20	1	1										h2h	amul	glov	circ									0	0
Sensei's	+# to Martial Arts	100	1	1	28		26	ass			120	125	skilltab	20	2	2									lgld	h2h	amul	glov	circ									0	0
Kenshi's	+# to Martial Arts	100	1	1	42		38	ass			120	125	skilltab	20	3	3									lgld	h2h	amul	glov	circ									0	0
Gnostics	+2 to [Skill] (Amazon only)	100	1	1	25		26				120	201	skill-rand	2	6	35										amul	circ	belt	ring									0	0
Gnostics	+3 to [Skill] (Amazon only)	100	1	1	39		43				120	201	skill-rand	3	6	35										amul	circ	belt	ring									0	0
Gnostics	+4 to [Skill] (Amazon only)	100	1	1	53		55				120	201	skill-rand	4	6	35										amul	circ	belt	ring									0	0
Gnostics	+5 to [Skill] (Amazon only)	100	1	1	59		64				120	201	skill-rand	5	6	35										amul	circ	belt	ring									0	0
Gnostics	+2 to [Skill] (Paladin only)	100	1	1	25		26				120	201	skill-rand	2	96	125										amul	circ	belt	ring									0	0
Gnostics	+3 to [Skill] (Paladin only)	100	1	1	39		43				120	201	skill-rand	3	96	125										amul	circ	belt	ring									0	0
Gnostics	+4 to [Skill] (Paladin only)	100	1	1	53		55				120	201	skill-rand	4	96	125										amul	circ	belt	ring									0	0
Gnostics	+5 to [Skill] (Paladin only)	100	1	1	59		64				120	201	skill-rand	5	96	125										amul	circ	belt	ring									0	0
Gnostics	+2 to [Skill] (Necromancer only)	100	1	1	25		26				120	201	skill-rand	2	66	95										amul	circ	belt	ring									0	0
Gnostics	+3 to [Skill] (Necromancer only)	100	1	1	39		43				120	201	skill-rand	3	66	95										amul	circ	belt	ring									0	0
Gnostics	+4 to [Skill] (Necromancer only)	100	1	1	53		55				120	201	skill-rand	4	66	95										amul	circ	belt	ring									0	0
Gnostics	+5 to [Skill] (Necromancer only)	100	1	1	59		64				120	201	skill-rand	5	66	95										amul	circ	belt	ring									0	0
Gnostics	+2 to [Skill] (Sorceress only)	100	1	1	25		26				120	201	skill-rand	2	36	65										amul	circ	belt	ring									0	0
Gnostics	+3 to [Skill] (Sorceress only)	100	1	1	39		43				120	201	skill-rand	3	36	65										amul	circ	belt	ring									0	0
Gnostics	+4 to [Skill] (Sorceress only)	100	1	1	53		55				120	201	skill-rand	4	36	65										amul	circ	belt	ring									0	0
Gnostics	+5 to [Skill] (Sorceress only)	100	1	1	59		68				120	201	skill-rand	5	36	65										amul	circ	belt	ring									0	0
Gnostics	+2 to [Skill] (Barbarian only)	100	1	1	25		26				120	201	skill-rand	2	126	155										amul	circ	belt	ring									0	0
Gnostics	+3 to [Skill] (Barbarian only)	100	1	1	39		43				120	201	skill-rand	3	126	155										amul	circ	belt	ring									0	0
Gnostics	+4 to [Skill] (Barbarian only)	100	1	1	53		55				120	201	skill-rand	4	126	155										amul	circ	belt	ring									0	0
Gnostics	+5 to [Skill] (Barbarian only)	100	1	1	59		64				120	201	skill-rand	5	126	155										amul	circ	belt	ring									0	0
Gnostics	+2 to [Skill] (Druid only)	100	1	1	25		26				120	201	skill-rand	2	221	250										ring	amul	circ	belt									0	0
Gnostics	+3 to [Skill] (Druid only)	100	1	1	39		43				120	201	skill-rand	3	221	250										ring	amul	circ	belt									0	0
Gnostics	+4 to [Skill] (Druid only)	100	1	1	53		55				120	201	skill-rand	4	221	250										ring	amul	circ	belt									0	0
Gnostics	+5 to [Skill] (Druid only)	100	1	1	59		64				120	201	skill-rand	5	221	250										ring	amul	circ	belt									0	0
Gnostics	+2 to [Skill] (Assassin only)	100	1	1	25		26				120	201	skill-rand	2	251	280										ring	amul	circ	belt									0	0
Gnostics	+3 to [Skill] (Assassin only)	100	1	1	39		43				120	201	skill-rand	3	251	280										ring	amul	circ	belt									0	0
Gnostics	+4 to [Skill] (Assassin only)	100	1	1	53		55				120	201	skill-rand	4	251	280										ring	amul	circ	belt									0	0
Gnostics	+5 to [Skill] (Assassin only)	100	1	1	59		64				120	201	skill-rand	5	251	280										ring	amul	circ	belt									0	0
Snowflake	Cold Length # of Frames (25 Frames = 1 Second) & +# to Minimum Cold Damage & +# to Maximum Cold Damage	100	1	1	18	30	15				360	137	cold-len		25	25	cold-min		6	9	cold-max		19	30	lblu	weap	circ											0	0
Shivering	Cold Length # of Frames (25 Frames = 1 Second) & +# to Minimum Cold Damage & +# to Maximum Cold Damage	100	1	1	25		22				240	137	cold-len		50	50	cold-min		10	15	cold-max		31	45	lblu	weap	circ											0	0
Boreal	Cold Length # of Frames (25 Frames = 1 Second) & +# to Minimum Cold Damage & +# to Maximum Cold Damage	100	1	1	35		34				120	137	cold-len		75	75	cold-min		16	23	cold-max		46	90	cblu	weap	circ											0	0
Hibernal	Cold Length # of Frames (25 Frames = 1 Second) & +# to Minimum Cold Damage & +# to Maximum Cold Damage	100	1	1	49		51				120	137	cold-len		100	100	cold-min		24	45	cold-max		91	140	cblu	weap												0	0
Ember	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	18	30	15				360	138	fire-min		16	25	fire-max		31	60					dred	weap	circ											0	0
Smoldering	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	25		22				240	138	fire-min		26	50	fire-max		61	90					dred	weap	circ											0	0
Smoking	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	33		31				120	138	fire-min		51	80	fire-max		91	130					dred	weap	circ											0	0
Flaming	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	43		43				120	138	fire-min		81	120	fire-max		131	180					dred	weap												0	0
Scorching	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	54		57				120	138	fire-min		121	170	fire-max		181	240					dred	weap												0	0
Static	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	18	40	15				360	139	ltng-min		1	1	ltng-max		49	120					lyel	weap	circ											0	0
Glowing	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	24		21				240	139	ltng-min		1	1	ltng-max		121	180					lyel	weap	circ											0	0
Buzzing	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	32		31				120	139	ltng-min		1	1	ltng-max		181	260					lyel	weap	circ											0	0
Arcing	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	42		43				120	139	ltng-min		1	1	ltng-max		261	360					lyel	weap												0	0
Shocking	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	53		56				120	139	ltng-min		1	1	ltng-max		361	480					lyel	weap												0	0
Septic	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	1	30	1				360	140	dmg-pois	50	31	31									dgrn	weap	circ											0	0
Envenomed	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	7		6				240	140	dmg-pois	75	41	41									dgrn	weap	circ											0	0
Corosive	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	14		13				120	140	dmg-pois	100	205	205									dgrn	weap	circ											0	0
Toxic	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	25		22				120	140	dmg-pois	125	308	308									dgrn	weap												0	0
Pestilent	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	35		31				120	140	dmg-pois	150	470	470									dgrn	weap												0	0
Azure	Cold Resist +#%	100	1	1	4	30	3				240	117	res-cold		5	10										armo	weap	ring	amul	orb	circ							0	0
Lapis	Cold Resist +#%	100	1	1	8		8				480	117	res-cold		11	20										armo	ring	amul	orb	circ								0	0
Lapis	Cold Resist +#%	100	1	1	25		22				240	117	res-cold		11	20										weap							orb					0	0
Cobalt	Cold Resist +#%	100	1	1	13		11				360	117	res-cold		21	30										armo	ring	amul	orb	circ								0	0
Cobalt	Cold Resist +#%	100	1	1	39		35				240	117	res-cold		21	30										weap							orb					0	0
Sapphire	Cold Resist +#%	100	1	1	18		15				360	117	res-cold		31	40									lblu	rod	boot	amul	orb	circ								0	0
Lapis Lazuli	Cold Resist +#%	100	1	1	1	45	1				480	117	res-cold		5	10									lblu	jewl												0	0
Sapphire	Cold Resist +#%	100	1	1	13		12				480	117	res-cold		16	30									lblu	jewl												0	0
Russet	Fire Resist +#%	100	1	1	8	30	8				480	118	res-fire		11	20										armo	ring	amul	orb	circ								0	0
Russet	Fire Resist +#%	100	1	1	25		22				120	118	res-fire		11	20										weap							orb					0	0
Garnet	Fire Resist +#%	100	1	1	13		11				360	118	res-fire		21	30										armo	ring	amul	orb	circ								0	0
Garnet	Fire Resist +#%	100	1	1	39		35				120	118	res-fire		21	30										weap							orb					0	0
Ruby	Fire Resist +#%	100	1	1	18		15				360	118	res-fire		31	40									lred	rod	boot	amul	orb	circ								0	0
Garnet	Fire Resist +#%	100	1	1	1	45	1				480	117	res-fire		5	15									lred	jewl												0	0
Ruby	Fire Resist +#%	100	1	1	13		11				480	117	res-fire		16	30									lred	jewl												0	0
Tangerine	Lightning Resist +#%	100	1	1	4	30	3				480	119	res-ltng		5	10										armo	weap	ring	amul	orb	circ							0	0
Ocher	Lightning Resist +#%	100	1	1	8		8				480	119	res-ltng		11	20										armo	ring	amul	orb	circ								0	0
Ocher	Lightning Resist +#%	100	1	1	25		22				120	119	res-ltng		11	20										weap							orb					0	0
Coral	Lightning Resist +#%	100	1	1	13		11				360	119	res-ltng		21	30										armo	ring	amul	orb	circ								0	0
Coral	Lightning Resist +#%	100	1	1	39		35				120	119	res-ltng		21	30										weap							orb					0	0
Amber	Lightning Resist +#%	100	1	1	18		15				360	119	res-ltng		31	40									lyel	rod	boot	amul	orb	circ								0	0
Camphor	Lightning Resist +#%	100	1	1	1	45	1				480	117	res-ltng		5	15									lyel	jewl												0	0
Ambergris	Lightning Resist +#%	100	1	1	13		12				480	117	res-ltng		16	30									lyel	jewl												0	0
Beryl	Poison Resist +#%	100	1	1	4	30	3				480	120	res-pois		5	10										armo	weap	ring	amul	orb	circ							0	0
Viridian	Poison Resist +#%	100	1	1	8		8				480	120	res-pois		11	20										armo	ring	amul	orb	circ								0	0
Viridian	Poison Resist +#%	100	1	1	25		22				120	120	res-pois		11	20										weap							orb					0	0
Jade	Poison Resist +#%	100	1	1	13		11				360	120	res-pois		21	30										armo	ring	amul	orb	circ								0	0
Jade	Poison Resist +#%	100	1	1	39		35				120	120	res-pois		21	30										weap							orb					0	0
Emerald	Poison Resist +#%	100	1	1	18		15				360	120	res-pois		31	40									cgrn	rod	boot	amul	orb	circ								0	0
Beryl	Poison Resist +#%	100	1	1	1	45	1				480	117	res-pois		5	15									cgrn	jewl												0	0
Jade	Poison Resist +#%	100	1	1	13		12				480	117	res-pois		16	30									cgrn	jewl												0	0
Shimmering	All Resistances +#	100	1	1	4	30	3				600	116	res-all		3	7									lpur	shld												0	0
Rainbow	All Resistances +#	100	1	1	13	50	11				600	116	res-all		8	11									lpur	shld												0	0
Scintillating	All Resistances +#	100	1	1	20	70	18				600	116	res-all		12	15									lpur	shld												0	0
Prismatic	All Resistances +#	100	1	1	27		26				480	116	res-all		16	20									lpur	shld												0	0
Chromatic	All Resistances +#	100	1	1	35		36				480	116	res-all		21	30									lpur	shld												0	0
Shimmering	All Resistances +#	100	1	1	6	30	5				600	116	res-all		3	7									lpur	amul	circ											0	0
Rainbow	All Resistances +#	100	1	1	15	60	13				600	116	res-all		8	11									lpur	amul	circ											0	0
Scintillating	All Resistances +#	100	1	1	24		21				600	116	res-all		12	15									lpur	amul	circ											0	0
Prismatic	All Resistances +#	100	1	1	29		26				480	116	res-all		16	20									lpur	amul	circ											0	0
Chromatic	All Resistances +#	100	1	1	39		35				360	116	res-all		21	30									lpur	amul	circ											0	0
Shimmering	All Resistances +#	100	1	1	31		31				360	116	res-all		5	8									lpur	ring												0	0
Rainbow	All Resistances +#	100	1	1	39		41				240	116	res-all		9	12									lpur	ring												0	0
Scintillating	All Resistances +#	100	1	1	47		50				240	116	res-all		13	17									lpur	ring												0	0
Shimmering	All Resistances +#	100	1	1	11		10				120	116	res-all		5	10									lpur	jewl												0	0
Scintillating	All Resistances +#	100	1	1	24		22				120	116	res-all		11	15									lpur	jewl												0	0
Lizard's	+# to Mana	100	1	1	2	40	2				480	115	mana		3	5										armo	ring	amul	rod	orb								0	0
Snake's	+# to Mana	100	1	1	4	60	3				480	115	mana		5	10										shld	rod	belt	ring	amul	circ							0	0
Serpent's	+# to Mana	100	1	1	10		9				360	115	mana		11	20										shld	rod	belt	ring	amul	circ							0	0
Serpent's	+# to Mana	100	1	1	26		23				240	115	mana		11	20										tors	boot	glov	weap	orb			rod					0	0
Drake's	+# to Mana	100	1	1	14	40	13				240	115	mana		21	30									cblu	rod	ring	amul	orb	circ								0	0
Dragon's	+# to Mana	100	1	1	17	60	15				240	115	mana		31	40									cblu	rod	ring	amul	orb	circ								0	0
Dragon's	+# to Mana	100	1	1	36		33				240	115	mana		31	40									cblu	tors	boot	glov										0	0
Wyrm's	+# to Mana	100	1	1	21		19				240	115	mana		41	60									cblu	rod	ring	amul	orb	circ								0	0
Great Wyrm's	+# to Mana	100	1	1	26		25				240	115	mana		61	90									cblu	rod	ring	amul	orb	circ								0	0
Bahamut's	+# to Mana	100	1	1	31		31				240	115	mana		91	120									cblu	rod	ring	amul	orb	circ								0	0
Zircon	+# to Mana	100	1	1	2	40	2				240	115	mana		5	10									cblu	jewl												0	0
Jacinth	+# to Mana	100	1	1	12	70	10				240	115	mana		11	15									cblu	jewl												0	0
Turquoise	+# to Mana	100	1	1	20		18				240	115	mana		16	20									cblu	jewl												0	0
Mnemonic	+# to Mana (Based on Character Level)	100	1	1	18		15				120	115	mana/lvl	6											cblu	helm												0	0
Triumphant	+# to Mana after each Kill	100	1	1	2	20	2				480	121	mana-kill		1	1										amul	ring	circ										0	0
Victorious	+# to Mana after each Kill	100	1	1	12		10				480	121	mana-kill		2	5										weap												0	0
Aureolin	+# to Mana after each Kill	100	1	1	15		14				480	121	mana-kill		1	3										jewl												0	0
Vulpine	#% Damage Taken Goes To Mana	100	1	1	6		5				360	107	dmg-to-mana		7	12									cblu	shld	amul	orb	staf									0	0
Dun	#% Damage Taken Goes To Mana	100	1	1	5		4				360	107	dmg-to-mana		7	12										jewl												0	0
Glimmering	+# to Light Radius	100	1	1	1	15	1				120	112	light		1	1										armo	wand	staf	ring	amul	orb							0	0
Glowing	+# to Light Radius	100	1	1	4	25	3				120	112	light		2	2									lyel	armo	wand	staf	ring	amul	orb							0	0
Bright	+# to Light Radius & +# to Attack Rating	100	1	1	1		1				120	112	light		1	1	att		10	10						jewl												0	0
Felicitous	#% Better Chance of Getting Magic Items	100	1	1	4		3				480	114	mag%		5	10										ring	amul	circ										0	0
Fortuitous	#% Better Chance of Getting Magic Items	100	1	1	8		7				480	114	mag%		11	15										ring	amul	circ										0	0
Emerald	#% Better Chance of Getting Magic Items	100	1	1	11		10				480	114	mag%		3	7									dgrn	jewl												0	0
Mechanist's	Socketed (#)	100	1	1	7		6				360	122	sock		1	2										weap	shld	helm	tors	circ			thro					0	0
Artificer's	Socketed (#)	100	1	1	23		21				240	122	sock	3												weap	shld	helm	tors				thro					0	0
Jeweler's	Socketed (#)	100	1	1	39		40				120	122	sock	4												weap	shld	helm	tors				thro					0	0
Compact	Increased Stack Size	100	1	1	1		1				720	141	stack		20	40										thro												0	0
Thin	Increased Stack Size	100	1	1	12		10				600	141	stack		41	80										thro												0	0
Dense	Increased Stack Size	100	1	1	27		26				480	141	stack		81	120										thro												0	0
Devious	Damage Reduced by #	100	1	1	5	30	4				600	102	red-mag		1	1										shld	circ	orb	wand	staf								0	0
Blank	Damage Reduced by #	100	1	1	10	50	9				480	102	red-mag		2	3										shld	circ	orb	wand	staf								0	0
Null	Damage Reduced by #	100	1	1	15		14				480	102	red-mag		4	5									dblu	shld	circ	orb	wand	staf								0	0
Antimagic	Damage Reduced by #	100	1	1	20		18				480	102	red-mag		6	10									dblu	shld	circ	orb	wand	staf								0	0
Devious	Magic Resist +#%	100	1	1	18	50	19				600	102	res-mag		3	5										shld	tors	orb	wand	staf								0	0
Blank	Magic Resist +#%	100	1	1	33	75	36				480	102	res-mag		6	10										shld	tors	orb	wand	staf								0	0
Null	Magic Resist +#%	100	1	1	48		52				480	102	res-mag		11	15									dblu	shld	tors	orb	wand	staf								0	0
