name	* Description	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of Memory	+# to Mana (Based on Character Level)	100	1	1	14		1				120	41	mana/lvl	6											cred	circ	amul	pelt										0	0
of Regeneration	Replenish Life +#	100	1	1	7	35	6				480	19	regen		3	5										scep	belt	ring	amul	circ								0	0
of Regeneration	Replenish Life +#	100	1	1	28	39	26				240	19	regen		3	5										shld	glov											0	0
of Regeneration	Replenish Life +#	100	1	1	40		26				480	19	regen		3	5										shld	glov											0	0
of Regeneration	Replenish Life +#	100	1	1	49	69	44				240	19	regen		3	5										tors	weap	boot					scep					0	0
of Regeneration	Replenish Life +#	100	1	1	70		44				480	19	regen		3	5										tors	weap	boot					scep					0	0
of Regrowth	Replenish Life +#	100	1	1	12		10				480	19	regen		6	10									cred	scep	amul	circ										0	0
of Regrowth	Replenish Life +#	100	1	1	39	54	35				240	19	regen		6	9									cred	belt	ring											0	0
of Regrowth	Replenish Life +#	100	1	1	55		35				480	19	regen		6	9									cred	belt	ring											0	0
of Revivification	Replenish Life +#	100	1	1	27	37	26				240	19	regen		11	15									cred	scep	amul	circ										0	0
of Revivification	Replenish Life +#	100	1	1	38		26				480	19	regen		11	15									cred	scep	amul	circ										0	0
of Honor	Replenish Life +#	100	1	1	33	46	30				240	19	regen		1	4										jewl												0	0
of Honor	Replenish Life +#	100	1	1	47		30				480	19	regen		1	4										jewl												0	0
of Regeneration	Replenish Life +#	100	1	1	1	9	1				360	19	regen		2	2										amul	circ											0	0
of Vampiric Essence2	+# Life after each Kill	100	1	1	15		15				240	67	heal-kill		3	5										weap	belt	ring	amul	circ								0	0
of the Wight2	+# Life after each Kill	100	1	1	27		26				240	67	heal-kill		6	8										weap	belt	ring	amul	circ								0	0
of the Dragon's Spirit2	+# Life after each Kill	100	1	1	39		41				240	67	heal-kill		9	15										weap	belt	ring	amul	circ								0	0
of the Soul2	+# Life after each Kill	100	1	1	53	74	64				120	67	heal-kill		16	25										weap	belt	ring	amul	circ								0	0
of the Soul2	+# Life after each Kill	100	1	1	75		64				240	67	heal-kill		16	25										weap	belt	ring	amul	circ								0	0
of Pacing	+#% Faster Run/Walk	100	1	1	8	50	7				360	35	move1		10	10										boot	circ											0	0
of Haste	+#% Faster Run/Walk	100	1	1	15		14				480	35	move2		20	20										boot	circ											0	0
of Speed	+#% Faster Run/Walk	100	1	1	26	36	25				240	35	move3		30	30										boot	circ											0	0
of Speed	+#% Faster Run/Walk	100	1	1	37		25				480	35	move3		30	30										boot	circ											0	0
of Traveling	+#% Faster Run/Walk	100	0	1	46	64	48				240	35	move3		30	30	stamdrain		80	90						boot												0	0
of Traveling	+#% Faster Run/Walk	100	0	1	65		48				480	35	move3		30	30	stamdrain		80	90						boot												0	0
of Acceleration	+#% Faster Run/Walk	100	1	1	36		37				480	35	move3		40	40										boot												0	0
of Balance	+#% Faster Hit Recovery	100	1	1	4	4	3				240	18	balance1		10	10										armo							glov					0	0
of Balance	+#% Faster Hit Recovery	100	1	1	5		3				480	18	balance1		10	10										armo							glov					0	0
of Equilibrium	+#% Faster Hit Recovery	100	1	1	6	8	5				240	18	balance2		20	20										tors	belt	shld										0	0
of Equilibrium	+#% Faster Hit Recovery	100	1	1	9		5				480	18	balance2		20	20										tors	belt	shld										0	0
of Stability	+#% Faster Hit Recovery	100	1	1	13	17	11				240	18	balance3		25	25									dyel	tors	belt											0	0
of Stability	+#% Faster Hit Recovery	100	1	1	18		11				480	18	balance3		25	25									dyel	tors	belt											0	0
of Truth	+#% Faster Hit Recovery	100	1	1	31	43	31				240	18	balance1		7	7										jewl												0	0
of Truth	+#% Faster Hit Recovery	100	1	1	44		31				480	18	balance1		7	7										jewl												0	0
of Readiness	+#% Increased Attack Speed	100	1	1	4		3				720	7	swing1		10	10										weap							wand	orb				0	0
of Alacrity	+#% Increased Attack Speed	100	1	1	18	24	14				360	7	swing2		20	20										weap							wand	orb				0	0
of Alacrity	+#% Increased Attack Speed	100	1	1	25		14				720	7	swing2		20	20										weap							wand	orb				0	0
of Swiftness	+#% Increased Attack Speed	100	1	1	24		22				720	7	swing2		30	30										mele							wand	staf	orb			0	0
of Quickness	+#% Increased Attack Speed	100	1	1	32	45	32				300	7	swing3		40	40									dyel	mele							wand	staf	orb			0	0
of Quickness	+#% Increased Attack Speed	100	1	1	46		32				600	7	swing3		40	40									dyel	mele							wand	staf	orb			0	0
of Alacrity	+#% Increased Attack Speed	100	1	1	30	42	30				240	7	swing2		20	20									dyel	glov												0	0
of Alacrity	+#% Increased Attack Speed	100	1	1	43		30				480	7	swing2		20	20									dyel	glov												0	0
of Fervor	+#% Increased Attack Speed	100	1	1	27		26				480	7	swing1		15	15										glov												0	0
of Readiness	+#% Increased Attack Speed	100	1	1	14		13				240	7	swing1		10	10										glov												0	0
of Fervor	+#% Increased Attack Speed	100	1	1	27	38	26				240	7	swing1		15	15										jewl												0	0
of Fervor	+#% Increased Attack Speed	100	1	1	39		26				480	7	swing1		15	15										jewl												0	0
of Thorns	Attacker Takes Damage of #	100	1	1	10	35	9				480	6	thorns		1	3										tors	shld	belt	circ									0	0
of Spikes	Attacker Takes Damage of #	100	1	1	15	60	13				480	6	thorns		4	6									oran	tors	shld	belt	circ									0	0
of Razors	Attacker Takes Damage of #	100	1	1	24	80	22				480	6	thorns		7	9									oran	tors	shld	circ	belt									0	0
of Swords	Attacker Takes Damage of #	100	1	1	33		33				480	6	thorns		10	20									oran	tors	shld	circ	belt									0	0
of Thorns	Attacker Takes Damage of # (Based on Character Level)	100	1	1	28		30				480	6	thorns/lvl	8												tors	shld											0	0
of Thorns	Attacker Takes Damage of # (Based on Character Level)	100	1	1	47	66	53				240	6	thorns/lvl	12												tors	shld											0	0
of Thorns	Attacker Takes Damage of # (Based on Character Level)	100	1	1	67		53				480	6	thorns/lvl	12												tors	shld											0	0
of Malice	Attacker Takes Damage of #	100	1	1	26	40	25				480	6	thorns		1	5										jewl												0	0
of Thorns	Attacker Takes Damage of #	100	1	1	1	13	1				480	6	thorns		1	1										tors	belt	shld										0	0
of Swords	Attacker Takes Damage of #	100	1	1	39		38				360	6	thorns		21	40									oran	tors	shld	circ	belt									0	0
of Swords	Attacker Takes Damage of #	100	1	1	46	64	47				120	6	thorns		41	50									oran	tors	shld	circ	belt									0	0
of Swords	Attacker Takes Damage of #	100	1	1	65		47				240	6	thorns		41	50									oran	tors	shld	circ	belt									0	0
of Malice	Attacker Takes Damage of #	100	1	1	42	59	41				240	6	thorns		8	15										jewl												0	0
of Malice	Attacker Takes Damage of #	100	1	1	60		41				480	6	thorns		8	15										jewl												0	0
of Light	+# to Light Radius & +# to Attack Rating	100	1	1	1	5	1				480	25	light		1	1	att		10	10						ring	amul	rod	armo									0	0
of Light	+# to Light Radius & +# to Attack Rating	100	1	1	4	45	3				120	25	light		1	1	att		15	15						armo	rod	ring	amul									0	0
of Radiance	+# to Light Radius & +# to Attack Rating	100	1	1	11	65	9				120	25	light		3	3	att		30	30						rod	armo	ring	amul									0	0
of the Sun	+# to Light Radius & #% Bonus to Attack Rating	100	1	1	12		10				120	25	light		5	5	att%		5	5						rod	armo	amul	ring									0	0
of Chance	#% Better Chance of Getting Magic Items	100	1	1	8	50	8				480	22	mag%		5	12										boot	glov	ring	amul	circ								0	0
of Fortune	#% Better Chance of Getting Magic Items	100	1	1	11		10				480	22	mag%		13	20									lgld	boot	glov	amul	circ	ring								0	0
of Fortune	#% Better Chance of Getting Magic Items	100	1	1	18	25	16				240	22	mag%		21	25									lgld	boot	glov	amul	circ	ring								0	0
of Fortune	#% Better Chance of Getting Magic Items	100	1	1	26		16				480	22	mag%		21	25									lgld	boot	glov	amul	circ	ring								0	0
of Luck	#% Better Chance of Getting Magic Items	100	1	1	25	35	26				240	22	mag%		26	35									lgld	boot	amul	circ										0	0
of Luck	#% Better Chance of Getting Magic Items	100	1	1	36		26				480	22	mag%		26	35									lgld	boot	amul	circ										0	0
of Luck	#% Better Chance of Getting Magic Items	100	1	1	37	52	41				240	22	mag%		36	50									lgld	amul	circ											0	0
of Luck	#% Better Chance of Getting Magic Items	100	1	1	53		41				480	22	mag%		36	50									lgld	amul	circ											0	0
of Prosperity	#% Better Chance of Getting Magic Items	100	1	1	18	35	16				240	22	mag%		5	10										jewl												0	0
of Prosperity	#% Better Chance of Getting Magic Items	100	1	1	35		40				240	22	mag%		11	15										jewl												0	0
of Prosperity	#% Better Chance of Getting Magic Items	100	1	1	56	79	64				60	22	mag%		16	20										jewl												0	0
of Prosperity	#% Better Chance of Getting Magic Items	100	1	1	80		64				120	22	mag%		16	20										jewl												0	0
of Greed	#% Extra Gold from Monsters	100	1	1	1	1	1				240	21	gold%		25	40										ring	amul	circ										0	0
of Greed	#% Extra Gold from Monsters	100	1	1	1		1				480	21	gold%		25	40										ring	amul	circ										0	0
of Wealth	#% Extra Gold from Monsters	100	1	1	12	16	10				240	21	gold%		41	80									lgld	boot	glov	belt	amul	circ								0	0
of Wealth	#% Extra Gold from Monsters	100	1	1	17		10				480	21	gold%		41	80									lgld	boot	glov	belt	amul	circ								0	0
of Avarice	#% Extra Gold from Monsters	100	1	1	1	1	1				240	21	gold%		10	30										jewl												0	0
of Avarice	#% Extra Gold from Monsters	100	1	1	1		1				480	21	gold%		10	30										jewl												0	0
of Simplicity	Requirements -#%	100	1	1	18		15				240	30	ease		-30	-30										tors	weap	shld					rod	orb				0	0
of Ease	Requirements -#%	100	1	1	11		9				360	30	ease		-20	-20										tors	weap	shld					rod	orb				0	0
of Freedom	Requirements -#%	100	1	1	1		1				360	30	ease		-15	-15										jewl												0	0
of Self-Repair	Repairs 1 durability in # seconds	100	1	1	2	40	1				360	37	rep-dur	3												weap	armo	shld					thro	miss				0	0
of Fast Repair	Repairs 1 durability in # seconds	100	1	1	14		10				120	37	rep-dur	5												weap	armo	shld					thro	miss				0	0
of Ages	Indestructible	100	1	1	35		36				120	39	indestruct		1	1										weap	armo	shld					thro	miss				0	0
of Replenishing	Replenishes quantity	100	1	1	4		3				720	39	rep-quant	25												thro												0	0
of Propogation	Replenishes quantity	100	1	1	17		15				600	39	rep-quant	25												thro												0	0
of Piercing	Ignore Target's Defense	100	1	1	18		15				240	4	ignore-ac		1	1										rod	knif	h2h										0	0
of Piercing	Ignore Target's Defense	100	1	1	54		60				240	4	ignore-ac		1	1										weap												0	0
of Bashing	-#% Target Defense	100	1	1	11		10				480	5	reduce-ac		5	10										blun	miss						wand	staf	orb			0	0
of Puncturing	-#% Target Defense	100	1	1	4		3				480	5	reduce-ac		11	20										spea	knif	h2h	miss									0	0
of Blocking	#% Increased Chance of Blocking	100	1	1	1		1				840	8	block		10	19	block2		15	15						shld												0	0
of Deflecting	#% Increased Chance of Blocking	100	1	1	8	10	7				380	8	block		20	30	block2		30	30						shld												0	0
of Deflecting	#% Increased Chance of Blocking	100	1	1	11		7				760	8	block		20	30	block2		30	30						shld												0	0
of the Apprentice	+#% Faster Cast Rate	100	1	1	4	4	3				360	9	cast1		10	10										rod	ring	amul	orb	circ								0	0
of the Apprentice	+#% Faster Cast Rate	100	1	1	5		3				720	9	cast1		10	10										rod	ring	amul	orb	circ								0	0
of the Magus	+#% Faster Cast Rate	100	1	1	20	28	18				300	9	cast3		20	20										rod	orb	circ					scep					0	0
of the Magus	+#% Faster Cast Rate	100	1	1	29		18				600	9	cast3		20	20										rod	orb	circ					scep					0	0
of Vileness	Prevent Monster Heal	100	1	1	6		5				360	20	noheal		1	1										weap							rod	orb				0	0
of Vileness	Prevent Monster Heal	100	1	1	31		31				360	20	noheal		1	1										glov	belt											0	0
of the Bear	Knockback	100	1	1	6		5				360	24	knock		1	1										weap												0	0
of Bartering1	Reduces all Vendor Prices #%	100	1	1	9		8				120	63	cheap		1	2										weap	ring	amul										0	0
of Haggling1	Reduces all Vendor Prices #%	100	1	1	23		24				80	63	cheap		3	4										weap	ring	amul										0	0
of Charming1	Reduces all Vendor Prices #%	100	1	1	40		38				60	63	cheap		5	6										weap	ring	amul										0	0
Startling	Slows Target by #%	100	1	1	11		11				240	64	slow		5	10										weap	glov											0	0
Stunning1	Slows Target by #%	100	1	1	22		23				240	64	slow		11	15										weap	glov											0	0
Daze1	Slows Target by #%	100	1	1	32	45	35				120	64	slow		16	20										weap	glov											0	0
Daze1	Slows Target by #%	100	1	1	46		35				240	64	slow		16	20										weap	glov											0	0
Paralysis1	Slows Target by #%	100	1	1	43	61	48				120	64	slow		21	25										weap												0	0
Paralysis1	Slows Target by #%	100	1	1	62		48				240	64	slow		21	25										weap												0	0
of Blindness1	Hit Blinds Target +#	100	1	1	16		17				120	65	stupidity		1	1										weap												0	0
of Blindness1	Hit Blinds Target +#	100	1	1	31		32				120	65	stupidity		2	2										weap												0	0
of Blindness1	Hit Blinds Target +#	100	1	1	43	60	48				60	65	stupidity		3	3										weap												0	0
of Blindness1	Hit Blinds Target +#	100	1	1	61		48				120	65	stupidity		3	3										weap												0	0
of Reanimation1	Reanimate As: [Returned]	100	1	1	36	50	40				60	66	reanimate	5	3	5										weap	glov	amul										0	0
of Reanimation1	Reanimate As: [Returned]	100	1	1	51		40				120	66	reanimate	5	3	5										weap	glov	amul										0	0
of Inner Sight	#% Chance to cast level # [Skill] when struck	100	1	1	13		16		ama	1	10	77	gethit-skill	8	4	6										amul	amaz	circ	glov									0	0
of Slow Missiles	#% Chance to cast level # [Skill] when struck	100	1	1	8	34	10		ama	12	10	77	gethit-skill	17	5	1										amaz	glov	amul										0	0
of Slow Missiles	#% Chance to cast level # [Skill] when struck	100	1	1	24	65	28		ama	12	10	77	gethit-skill	17	8	5										amaz	glov	amul										0	0
of Slow Missiles	#% Chance to cast level # [Skill] when struck	100	1	1	46		28		ama	12	10	77	gethit-skill	17	10	8										amaz	glov	amul										0	0
of Freezing Arrows	#% Chance to cast level # [Skill] when struck	100	1	1	21	65	28		ama	30	10	77	gethit-skill	31	25	3										miss	abow	glov										0	0
of Freezing Arrows	#% Chance to cast level # [Skill] when struck	100	1	1	46		57		ama	30	10	77	gethit-skill	31	100	5										abow	miss											0	0
of Fire Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	1	11	1		sor	1	10	77	gethit-skill	36	3	1										weap	ring	circ										0	0
of Fire Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	8	22	9		sor	1	10	77	gethit-skill	36	5	4										weap	ring	circ										0	0
of Fire Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	15	36	17		sor	1	10	77	gethit-skill	36	7	7										weap	ring	circ										0	0
of Charged Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	1	11	1		sor	1	10	77	gethit-skill	38	3	1										weap	ring	circ										0	0
of Charged Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	8	22	9		sor	1	10	77	gethit-skill	38	5	4										weap	ring	circ										0	0
of Charged Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	15	36	17		sor	1	10	77	gethit-skill	38	7	7										weap	ring	circ										0	0
of Ice Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	1	11	1		sor	1	10	77	gethit-skill	39	3	1										weap	ring	circ										0	0
of Ice Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	8	22	9		sor	1	10	77	gethit-skill	39	5	4										weap	ring	circ										0	0
of Ice Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	15	36	17		sor	1	10	77	gethit-skill	39	7	7										weap	ring	circ										0	0
of Frozen Armor	#% Chance to cast level # [Skill] when struck	100	1	1	1	30	1		sor	1	10	77	gethit-skill	40	8	1										orb	tors											0	0
of Frozen Armor	#% Chance to cast level # [Skill] when struck	100	1	1	21		30		sor	1	10	77	gethit-skill	40	13	4										orb	tors											0	0
of Static Field	#% Chance to cast level # [Skill] when struck	100	1	1	4	40	5		sor	6	10	77	gethit-skill	42	3	4										weap	ring	circ										0	0
of Static Field	#% Chance to cast level # [Skill] when struck	100	1	1	28		38		sor	6	10	77	gethit-skill	42	7	9										weap	ring	circ										0	0
of Frost Novas	#% Chance to cast level # [Skill] when struck	100	1	1	4	24	5		sor	6	10	77	gethit-skill	44	6	3										weap	amul	circ										0	0
of Frost Novas	#% Chance to cast level # [Skill] when struck	100	1	1	17		20		sor	6	10	77	gethit-skill	44	8	7										weap	amul	circ										0	0
of Ice Blasts	#% Chance to cast level # [Skill] when struck	100	1	1	4	24	5		sor	6	10	77	gethit-skill	45	4	2										weap	ring	circ										0	0
of Ice Blasts	#% Chance to cast level # [Skill] when struck	100	1	1	17		20		sor	6	10	77	gethit-skill	45	9	8										weap	ring	circ										0	0
of Blazing	#% Chance to cast level # [Skill] when struck	100	1	1	13	34	15		sor	12	10	77	gethit-skill	46	20	4										staf	orb	boot										0	0
of Fire Balls	#% Chance to cast level # [Skill] when struck	100	1	1	13	32	15		sor	12	10	77	gethit-skill	47	5	5										weap												0	0
of Fire Balls	#% Chance to cast level # [Skill] when struck	100	1	1	22	60	28		sor	12	10	77	gethit-skill	47	7	12										weap												0	0
of Fire Balls	#% Chance to cast level # [Skill] when struck	100	1	1	42		54		sor	12	10	77	gethit-skill	47	8	20										weap												0	0
of Novas	#% Chance to cast level # [Skill] when struck	100	1	1	20	60	27		sor	12	10	77	gethit-skill	48	6	9										weap	shld											0	0
of Novas	#% Chance to cast level # [Skill] when struck	100	1	1	42		52		sor	12	10	77	gethit-skill	48	12	15										weap	shld											0	0
of Lightning	#% Chance to cast level # [Skill] when struck	100	1	1	17	48	15		sor	12	10	77	gethit-skill	49	8	7										weap												0	0
of Lightning	#% Chance to cast level # [Skill] when struck	100	1	1	34	40	41		sor	12	10	77	gethit-skill	49	8	17										weap												0	0
of Shiver Armor	#% Chance to cast level # [Skill] when struck	100	1	1	14		17		sor	12	10	77	gethit-skill	50	12	9										weap	tors											0	0
of Fire Walls	#% Chance to cast level # [Skill] when struck	100	1	1	17	45	20		sor	18	10	77	gethit-skill	51	4	7										weap												0	0
of Fire Walls	#% Chance to cast level # [Skill] when struck	100	1	1	31		38		sor	18	10	77	gethit-skill	51	7	16										weap												0	0
of Enchantment	#% Chance to cast level # [Skill] when struck	100	1	1	13	36	15		sor	18	10	77	gethit-skill	52	8	11										weap												0	0
of Enchantment	#% Chance to cast level # [Skill] when struck	100	1	1	25		31		sor	18	10	77	gethit-skill	52	11	19										weap												0	0
of Chain Lightning	#% Chance to cast level # [Skill] when struck	100	1	1	17	46	20		sor	18	10	77	gethit-skill	53	6	6										weap												0	0
of Chain Lightning	#% Chance to cast level # [Skill] when struck	100	1	1	32		38		sor	18	10	77	gethit-skill	53	9	17										weap												0	0
of Teleportation	#% Chance to cast level # [Skill] when struck	100	1	1	21		26		sor	18	10	77	gethit-skill	54	10	1										weap	amul											0	0
of Glacial Spikes	#% Chance to cast level # [Skill] when struck	100	1	1	13	40	15		sor	18	10	77	gethit-skill	55	6	9										weap												0	0
of Glacial Spikes	#% Chance to cast level # [Skill] when struck	100	1	1	28		34		sor	18	10	77	gethit-skill	55	9	16										weap												0	0
of Meteors	#% Chance to cast level # [Skill] when struck	100	1	1	22	62	27		sor	24	10	77	gethit-skill	56	4	7										weap												0	0
of Meteors	#% Chance to cast level # [Skill] when struck	100	1	1	43		55		sor	24	10	77	gethit-skill	56	8	18										weap												0	0
of Thunder Storm	#% Chance to cast level # [Skill] when struck	100	1	1	17	55	21		sor	24	10	77	gethit-skill	57	12	9										weap												0	0
of Energy Shield	#% Chance to cast level # [Skill] when struck	100	1	1	17	45	21		sor	24	10	77	gethit-skill	58	7	6										weap	helm											0	0
of Energy Shield	#% Chance to cast level # [Skill] when struck	100	1	1	31		38		sor	24	10	77	gethit-skill	58	10	13										helm	weap											0	0
of Blizzards	#% Chance to cast level # [Skill] when struck	100	1	1	20	57	25		sor	24	10	77	gethit-skill	59	9	6										weap												0	0
of Blizzards	#% Chance to cast level # [Skill] when struck	100	1	1	40		51		sor	24	10	77	gethit-skill	59	14	17										weap												0	0
of Chilling Armor	#% Chance to cast level # [Skill] when struck	100	1	1	25		32		sor	24	10	77	gethit-skill	60	15	12										weap	tors											0	0
of Hydras	#% Chance to cast level # [Skill] when struck	100	1	1	24	80	29		sor	30	10	77	gethit-skill	62	6	3										weap												0	0
of Hydras	#% Chance to cast level # [Skill] when struck	100	1	1	56		72		sor	30	10	77	gethit-skill	62	12	19										weap												0	0
of Frozen Orbs	#% Chance to cast level # [Skill] when struck	100	1	1	21	80	28		sor	30	10	77	gethit-skill	64	4	3										weap												0	0
of Frozen Orbs	#% Chance to cast level # [Skill] when struck	100	1	1	56		72		sor	30	10	77	gethit-skill	64	4	22										weap												0	0
of Amplify Damage	#% Chance to cast level # [Skill] when struck	100	1	1	1	18	1		nec	1	10	77	gethit-skill	66	4	1										weap	head											0	0
of Amplify Damage	#% Chance to cast level # [Skill] when struck	100	1	1	13		17		nec	1	10	77	gethit-skill	66	8	12										weap	head											0	0
of Teeth	#% Chance to cast level # [Skill] when struck	100	1	1	1	18	1		nec	1	10	77	gethit-skill	67	17	1										weap	head											0	0
of Teeth	#% Chance to cast level # [Skill] when struck	100	1	1	13		15		nec	1	10	77	gethit-skill	67	8	20										weap	head											0	0
of Bone Armor	#% Chance to cast level # [Skill] when struck	100	1	1	1	30	1		nec	1	10	77	gethit-skill	68	5	1										weap	tors	head										0	0
of Bone Armor	#% Chance to cast level # [Skill] when struck	100	1	1	21		30		nec	1	10	77	gethit-skill	68	9	15										tors	weap	head										0	0
of Dim Vision	#% Chance to cast level # [Skill] when struck	100	1	1	4	24	5		nec	6	10	77	gethit-skill	71	5	1										ring	circ	head	weap									0	0
of Dim Vision	#% Chance to cast level # [Skill] when struck	100	1	1	17		17		nec	6	10	77	gethit-skill	71	7	10										ring	circ	head	weap									0	0
of Weaken	#% Chance to cast level # [Skill] when struck	100	1	1	4	24	5		nec	6	10	77	gethit-skill	72	5	1										weap	glov	head										0	0
of Weaken	#% Chance to cast level # [Skill] when struck	100	1	1	17		20		nec	6	10	77	gethit-skill	72	8	12										glov	weap	head										0	0
of Corpse Explosions	#% Chance to cast level # [Skill] when struck	100	1	1	4	40	5		nec	6	10	77	gethit-skill	74	4	1										weap	head											0	0
of Corpse Explosions	#% Chance to cast level # [Skill] when struck	100	1	1	28		38		nec	6	10	77	gethit-skill	74	7	18										weap	head											0	0
of Iron Maiden	#% Chance to cast level # [Skill] when struck	100	1	1	8	30	10		nec	12	10	77	gethit-skill	76	3	1										shld	weap	head										0	0
of Iron Maiden	#% Chance to cast level # [Skill] when struck	100	1	1	21		26		nec	12	10	77	gethit-skill	76	6	10										shld	weap	head										0	0
of Terror	#% Chance to cast level # [Skill] when struck	100	1	1	8	30	10		nec	12	10	77	gethit-skill	77	4	1										shld	weap	head										0	0
of Terror	#% Chance to cast level # [Skill] when struck	100	1	1	21		26		nec	12	10	77	gethit-skill	77	9	12										shld	weap	head										0	0
of Bone Walls	#% Chance to cast level # [Skill] when struck	100	0	1	8	35	10		nec	12	10	77	gethit-skill	78	5	1										weap	head											0	0
of Bone Walls	#% Chance to cast level # [Skill] when struck	100	0	1	25		31		nec	12	10	77	gethit-skill	78	4	25										weap	head											0	0
of Confusion	#% Chance to cast level # [Skill] when struck	100	1	1	13	36	15		nec	18	10	77	gethit-skill	81	35	1										ring	circ	head	weap									0	0
of Confusion	#% Chance to cast level # [Skill] when struck	100	1	1	25		30		nec	18	10	77	gethit-skill	81	35	5										ring	circ	head	weap									0	0
of Life Tap	#% Chance to cast level # [Skill] when struck	100	1	1	13	40	15		nec	18	10	77	gethit-skill	82	12	1										weap	ring	head										0	0
of Life Tap	#% Chance to cast level # [Skill] when struck	100	1	1	28		35		nec	18	10	77	gethit-skill	82	19	5										weap	ring	head										0	0
of Poison Explosion	#% Chance to cast level # [Skill] when struck	100	1	1	13	36	15		nec	18	10	77	gethit-skill	83	4	1										weap	head											0	0
of Poison Explosion	#% Chance to cast level # [Skill] when struck	100	1	1	25		31		nec	18	10	77	gethit-skill	83	5	10										weap	head											0	0
of Bone Spears	#% Chance to cast level # [Skill] when struck	100	1	1	13	55	15		nec	18	10	77	gethit-skill	84	7	1										weap	head											0	0
of Bone Spears	#% Chance to cast level # [Skill] when struck	100	1	1	39		47		nec	18	10	77	gethit-skill	84	11	20										weap	head											0	0
of Attraction	#% Chance to cast level # [Skill] when struck	100	1	1	17	48	21		nec	24	10	77	gethit-skill	86	5	2										ring	amul	head	circ	weap								0	0
of Attraction	#% Chance to cast level # [Skill] when struck	100	1	1	34	77	37		nec	24	10	77	gethit-skill	86	7	16										ring	amul	circ	head	weap								0	0
of Decrepification	#% Chance to cast level # [Skill] when struck	100	1	1	17	70	21		nec	24	10	77	gethit-skill	87	11	2										weap	shld	head										0	0
of Decrepification	#% Chance to cast level # [Skill] when struck	100	1	1	49		64		nec	24	10	77	gethit-skill	87	10	15										shld	weap	head										0	0
of Bone Imprisonment	#% Chance to cast level # [Skill] when struck	100	0	1	17	46	21		nec	24	10	77	gethit-skill	88	8	2										weap	ring	head										0	0
of Bone Imprisonment	#% Chance to cast level # [Skill] when struck	100	0	1	32		37		nec	24	10	77	gethit-skill	88	8	14										weap	ring	head										0	0
of Lower Resistance	#% Chance to cast level # [Skill] when struck	100	1	1	21	77	28		nec	30	10	77	gethit-skill	91	6	3										weap	head											0	0
of Lower Resistance	#% Chance to cast level # [Skill] when struck	100	1	1	54		68		nec	30	10	77	gethit-skill	91	6	18										weap	head											0	0
of Poison Novas	#% Chance to cast level # [Skill] when struck	100	1	1	21	48	28		nec	30	10	77	gethit-skill	92	5	3										weap	glov	head										0	0
of Poison Novas	#% Chance to cast level # [Skill] when struck	100	1	1	34		41		nec	30	10	77	gethit-skill	92	7	14										glov	weap	glov										0	0
of Bone Spirits	#% Chance to cast level # [Skill] when struck	100	1	1	21	48	28		nec	30	10	77	gethit-skill	93	4	3										amul	circ	head	weap									0	0
of Bone Spirits	#% Chance to cast level # [Skill] when struck	100	1	1	34		41		nec	30	10	77	gethit-skill	93	6	23										amul	circ	head	weap									0	0
of Revivification	#% Chance to cast level # [Skill] when struck	100	0	1	21	80	28		nec	30	10	77	gethit-skill	95	4	3										weap	head											0	0
of Revivification	#% Chance to cast level # [Skill] when struck	100	0	1	56		72		nec	30	10	77	gethit-skill	95	7	10										weap	head											0	0
of Holy Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	4	24	5		pal	6	10	77	gethit-skill	101	12	1										mele	ashd	amul	circ									0	0
of Holy Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	17	50	20		pal	6	10	77	gethit-skill	101	12	16										amul	circ	mele	circ									0	0
of Blessed Hammers	#% Chance to cast level # [Skill] when struck	100	1	1	13	50	15		pal	18	10	77	gethit-skill	112	5	1										mele	ashd											0	0
of Blessed Hammers	#% Chance to cast level # [Skill] when struck	100	1	1	35		38		pal	18	10	77	gethit-skill	112	9	20										mele	ashd											0	0
of Fist of the Heavens	#% Chance to cast level # [Skill] when struck	100	1	1	21	60	28		pal	30	10	77	gethit-skill	121	4	3										mele	ashd	glov										0	0
of Fist of the Heavens	#% Chance to cast level # [Skill] when struck	100	1	1	42		51		pal	30	10	77	gethit-skill	121	7	14										glov	mele	glov										0	0
of Howling	#% Chance to cast level # [Skill] when struck	100	1	1	1	18	1		bar	1	10	77	gethit-skill	130	7	1										phlm	mele											0	0
of Howling	#% Chance to cast level # [Skill] when struck	100	1	1	13	55	15		bar	1	10	77	gethit-skill	130	8	12										phlm	mele											0	0
